,A,B,C,D,E,F,G,H,J,K
7.0,11604,11534,10062,12392,12378,12487,12117,11938,11531,11570
20.0,10272,11219,10858,13165,13468,13599,10982,10573,11281,10840
32.0,11579,11984,11498,13505,13898,14020,11784,11285,12176,11508
