,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,4108430,14167,290
14.0/F中層A,14.0,中層,A,4338400,14960,290
21.0/F高層A,21.0,高層,A,4115100,14190,290
6.0/F低層B,6.0,低層,B,3857646,14079,274
14.0/F中層B,14.0,中層,B,4083696,14904,274
21.0/F高層B,21.0,高層,B,4240972,15478,274
6.0/F低層C,6.0,低層,C,3965328,14472,274
14.0/F中層C,14.0,中層,C,4098766,14959,274
21.0/F高層C,21.0,高層,C,4221244,15406,274
6.0/F低層D,6.0,低層,D,3996148,14911,268
14.0/F中層D,14.0,中層,D,4049212,15109,268
21.0/F高層D,21.0,高層,D,4187768,15626,268
6.0/F低層E,6.0,低層,E,3873014,13982,277
14.0/F中層E,14.0,中層,E,4037275,14575,277
21.0/F高層E,21.0,高層,E,4258875,15375,277
6.0/F低層F,6.0,低層,F,4053600,14075,288
14.0/F中層F,14.0,中層,F,4246272,14744,288
21.0/F高層F,21.0,高層,F,4093056,14212,288
