,A,B,C,D,E,F,G,H,J,K
7.0,10991,10750,10988,10991,10587,10613,10703,10988,10565,10757
19.0,11669,11468,11665,11669,11261,11277,11412,11665,11221,11439
29.0,12264,12082,12260,9663,11850,11871,12018,12260,11811,12044
