,A,B,C,D,E,F,G,H
9.0,5866203,6495720,6523536,5966455,5924976,6523536,6523536,6114036
16.0,6047865,6631608,6771600,6099240,6112392,6771600,6771600,6243501
22.0,6236103,6960840,6849120,6291999,6305562,6849120,6849120,6432150
