,A,B,C,D,E,F,G,H
7.0,10335610,11752538,11945458,11510258,9541200,9410928,8814247,9286800
18.0,10897086,11140388,10352384,10780770,9341400,9078899,9473449,9121800
29.0,11466460,11670918,10897754,11126128,9811200,8914402,9642195,9092400
