,1,2,3,4,5,6,7,8
6.0,4930990,4504500,4486020,4945050,4581340,4488990,4234560,4930990
13.0,5091200,4650030,4631220,5105260,4753390,4633860,4402530,5091200
20.0,4092830,6126315,3943830,4137080,4891400,4659930,4543440,5254740
