,A,B,C,D,E,F,G,H,J,K
7.0,5999241,5467980,6706471,6932160,5169922,5125612,6922944,5839817,5341080,6042384
20.0,6357387,5774890,6446244,6811200,4540298,5256010,6729984,6333729,5737760,6368616
33.0,6829596,5849150,6688007,7201152,4807002,5285128,6576192,6301994,5740110,6711987
