,10,13,14,15,18,19,2,22,4
12.0,7421,7152,7520,7341,6407,7464,7464,7578,7114
21.0,7722,7449,7819,7628,6704,7755,7755,7876,7384
30.0,7330,7741,7054,7116,6993,7054,7054,8156,6704
