,1,2,3,4,5,6,7,8
11.0,16234,14734,14089,15784,14816,14719,15309,15663
20.0,17004,15323,14698,16213,15511,15188,13808,16304
28.0,17564,15887,15526,16807,16092,15750,14200,16871
