,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層1,3.0,低層,1,4789260,13230,362
4.0/F中層1,4.0,中層,1,4811704,13292,362
5.0/F高層1,5.0,高層,1,4813560,13371,360
3.0/F低層2,3.0,低層,2,4769280,13248,360
4.0/F中層2,4.0,中層,2,4791600,13310,360
5.0/F高層2,5.0,高層,2,3965585,10985,361
3.0/F低層3,3.0,低層,3,4907628,13122,374
4.0/F中層3,4.0,中層,3,4930442,13183,374
5.0/F高層3,5.0,高層,3,4952882,13243,374
3.0/F低層4,3.0,低層,4,4323846,13597,318
4.0/F中層4,4.0,中層,4,4343880,13660,318
5.0/F高層4,5.0,高層,4,4362006,13717,318
3.0/F低層5,3.0,低層,5,4789260,13230,362
4.0/F中層5,4.0,中層,5,4811704,13292,362
5.0/F高層5,5.0,高層,5,4833786,13353,362
