,A,B,C,D,E,F,G,H
7.0,11267221,10476803,11197522,10866930,8838000,9001203,8725080,8770572
18.0,12327028,10994103,11826738,11600726,9506400,9589386,9319583,9321984
29.0,12365178,12160245,11961040,11297730,9976200,10085912,9783332,9807912
