,A,B,C,D,E,F,G,H,J,K
7.0,6484690,6331750,6471932,6484690,4552410,5126079,6304067,6471932,5102895,4625510
19.0,6884710,6754652,6870685,6884710,4842230,5446791,6721668,6870685,5419743,4918770
29.0,7235760,7116298,7221140,5701170,5095500,5733693,7078602,7221140,5704713,5178920
