,1,10,14,16,18,19,21,22,24,4,8,9
10.0,3001899,2856738,2834640,2856738,2615184,2856738,3468220,2798826,2874264,3510360,2868168,2849499
20.0,3137916,2990088,2969133,2990088,2747391,2990088,3642170,2978277,3009519,3767120,3003423,3012186
30.0,3275838,3126486,3105150,3126486,2876169,3126486,3808280,3113913,3147060,3879330,3140202,2993517
