,1,2,3,4,5,6,7,8
8.0,5864235,5595639,5493866,5598432,5833669,5710075,5595639,5922504
18.0,6162500,5824042,5761665,6185592,6073267,5992882,5824042,6209280
29.0,6245817,5883136,5708668,6414912,6298075,6055728,5883136,6445152
