,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5053129.1875,12770.625,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",8114028.0,12003.0,676.0,7115724.0,12684.0,561.0,8227929.0,11771.0,699.0,5284847.0,12613.0,419.0,3150880.0,13408.0,235.0,3190125.0,13575.0,235.0,3006120.0,12792.0,235.0,3084140.0,13124.0,235.0,3026565.0,12879.0,235.0,3023748.0,12922.0,234.0,6091516.0,12638.0,482.0,5503724.0,13042.0,422.0,5327984.0,12566.0,424.0,5639400.0,12532.0,450.0,5500593.0,12473.0,441.0,5562744.0,13308.0,418.0,,-0.04016730873108676,-0.04018150729975012
2018-10-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-9-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-8-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-7-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-6-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-5-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-4-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-3-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-2-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,,,
2018-1-15,,,"ELVERUM TOWER 1(Phase 1A,NOVO LAND),YAN PO RD|NOVO LAND,1A期(ELVERUM 第1座),欣寶路",,,676.0,,,561.0,,,699.0,,,419.0,,,235.0,,,235.0,,,235.0,,,235.0,,,235.0,,,234.0,,,482.0,,,422.0,,,424.0,,,450.0,,,441.0,,,418.0,400.0625,,
