,lumpSum_avg,npsf_avg,final_address,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5126102.555555556,12879.111111111111,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",7693200.0,12822.0,600.0,5633426.0,12631.0,446.0,4042764.0,13612.0,297.0,4104630.0,13914.0,295.0,6115088.0,12304.0,497.0,3144031.0,12427.0,253.0,3137772.0,12966.0,242.0,5535192.0,12246.0,452.0,6728820.0,12990.0,518.0,,-0.04024192143326322,-0.0402331685586772
2021-9-15,6410849.444444444,16108.444444444445,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9615600.0,16026.0,600.0,7044124.000000001,15794.0,446.0,5057316.0,17028.0,297.0,5139195.0,17421.0,295.0,7646344.999999999,15385.0,497.0,3934909.0000000005,15553.0,253.0,3922094.0,16207.0,242.0,6924188.0,15319.0,452.0,8413874.0,16243.0,518.0,,-0.009324032137466576,-0.009334299107569888
2021-8-15,6471187.0,16260.222222222223,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9705000.0,16175.0,600.0,7110131.999999999,15942.0,446.0,5104836.0,17188.0,297.0,5188460.0,17588.0,295.0,7718410.0,15530.0,497.0,3972353.0,15701.0,253.0,3958636.0,16358.0,242.0,6989728.0,15464.0,452.0,8493128.0,16396.0,518.0,,0.009509768634479832,0.009498844548684104
2021-7-15,6410227.222222222,16107.222222222223,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9613200.0,16022.0,600.0,7042786.0,15791.0,446.0,5057019.0,17027.0,297.0,5140375.0,17425.0,295.0,7645351.000000001,15383.0,497.0,3935162.0,15554.0,253.0,3921126.0000000005,16203.0,242.0,6924188.0,15319.0,452.0,8412838.0,16241.0,518.0,,0.04501203043530855,0.04499614339366942
2021-6-15,6134118.111111111,15413.666666666666,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9198000.0,15330.0,600.0,6739506.0,15111.0,446.0,4839318.0,16294.0,297.0,4919715.0,16677.0,295.0,7315840.0,14720.0,497.0,3766158.0,14886.0,253.0,3751968.0,15504.0,242.0,6626320.0,14660.0,452.0,8050238.0,15541.0,518.0,,-0.01600082745169018,-0.016016342627729996
2021-5-15,6233865.111111111,15664.555555555555,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9346800.0,15578.0,600.0,6848776.0,15356.0,446.0,4918320.0,16560.0,297.0,5000545.0,16951.0,295.0,7434622.999999999,14959.0,497.0,3827890.0,15130.0,253.0,3812710.0000000005,15755.0,242.0,6734348.0,14899.0,452.0,8180774.0,15793.0,518.0,,0.005247445724672728,0.005240791181210014
2021-4-15,6201324.0,15582.888888888889,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9297600.0,15496.0,600.0,6813096.0,15276.0,446.0,4892778.0,16474.0,297.0,4975175.0,16865.0,295.0,7395857.0,14881.0,497.0,3808156.0000000005,15052.0,253.0,3792382.0,15671.0,242.0,6699092.0,14821.0,452.0,8137780.0,15710.0,518.0,,0.01675698629802591,0.016739526015499884
2021-3-15,6099121.111111111,15326.333333333334,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",9143400.0,15239.0,600.0,6700258.0,15023.0,446.0,4812291.0,16203.0,297.0,4894050.0,16590.0,295.0,7273595.000000001,14635.0,497.0,3745918.0000000005,14806.0,253.0,3729704.0000000005,15412.0,242.0,6589256.0,14578.0,452.0,8003618.000000001,15451.0,518.0,,,
2021-2-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2021-1-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-12-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-11-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-10-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-9-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-8-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-7-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-6-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-5-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-4-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-3-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-2-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2020-1-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-12-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-11-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-10-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-9-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-8-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-7-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-6-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-5-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-4-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-3-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-2-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2019-1-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-12-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-11-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-10-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-9-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-8-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-7-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-6-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-5-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-4-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-3-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-2-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,,,
2018-1-15,,,"BERGEN TOWER 1(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第1座),欣寶路",,,600.0,,,446.0,,,297.0,,,295.0,,,497.0,,,253.0,,,242.0,,,452.0,,,518.0,400.0,,
