,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,lumpSum_G,npsf_G,nfa_G,lumpSum_H,npsf_H,nfa_H,lumpSum_J,npsf_J,nfa_J,lumpSum_K,npsf_K,nfa_K,lumpSum_L,npsf_L,nfa_L,lumpSum_M,npsf_M,nfa_M,lumpSum_N,npsf_N,nfa_N,lumpSum_P,npsf_P,nfa_P,lumpSum_Q,npsf_Q,nfa_Q,lumpSum_R,npsf_R,nfa_R,nfa_avg,lumpSum_change,npsf_change
2022-12-15,5061419.117647059,13237.588235294117,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",8118124.0,11834.0,686.0,8513700.0,12025.0,708.0,5696520.0,12830.0,444.0,4096224.0,13792.0,297.0,5404230.0,13410.0,403.0,4022597.0,13729.0,293.0,4130700.0,14050.0,294.0,4143342.0,14093.0,294.0,5643289.0,13033.0,433.0,5391558.0,12746.0,423.0,4067895.0,13605.0,299.0,5572712.0,13526.0,412.0,4078683.0,13461.0,303.0,4068306.0,13698.0,297.0,3989400.0,13298.0,300.0,3950991.0,13303.0,297.0,5155854.0,12606.0,409.0,,-0.04019612926220484,-0.04021444290905374
2022-1-15,6235810.647058823,16310.588235294117,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",10001880.0,14580.0,686.0,10472028.0,14791.0,708.0,7020972.000000001,15813.0,444.0,5048109.0,16997.0,297.0,6659575.0,16525.0,403.0,4959025.0,16925.0,293.0,5088258.0,17307.0,294.0,5100900.0,17350.0,294.0,6954413.0,16061.0,433.0,6647022.0,15714.0,423.0,5016024.0,16776.0,299.0,6863508.0,16659.0,412.0,5025558.0,16586.0,303.0,5015439.0,16887.0,297.0,4916100.0,16387.0,300.0,4869018.0,16394.0,297.0,6350952.0,15528.0,409.0,,0.0025335707678388886,0.0025345380524190997
2021-12-15,6220051.705882353,16269.35294117647,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9976498.0,14543.0,686.0,10445832.0,14754.0,708.0,7003656.0,15774.0,444.0,5035338.0,16954.0,297.0,6642649.0,16483.0,403.0,4947012.0,16884.0,293.0,5075028.0,17262.0,294.0,5086788.0,17302.0,294.0,6936660.0,16020.0,433.0,6630948.0,15676.0,423.0,5004363.0,16737.0,299.0,6845379.999999999,16615.0,412.0,5012529.0,16543.0,303.0,5003262.0,16846.0,297.0,4903800.0,16346.0,300.0,4856544.0,16352.0,297.0,6334592.0,15488.0,409.0,,-0.020484560055372025,-0.02048773923021341
2021-11-15,6350131.352941177,16609.647058823528,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",10184356.0,14846.0,686.0,10664604.0,15063.0,708.0,7150620.0,16105.0,444.0,5140773.0,17309.0,297.0,6781684.0,16828.0,403.0,5051027.0,17239.0,293.0,5180574.0,17621.0,294.0,5192040.0,17660.0,294.0,7081714.999999999,16355.0,433.0,6770538.0,16006.0,423.0,5109910.0,17090.0,299.0,6987520.0,16960.0,412.0,5117367.0,16889.0,303.0,5108697.0,17201.0,297.0,5006400.0,16688.0,300.0,4958118.0,16694.0,297.0,6466290.0,15810.0,409.0,,0.02482423251437549,0.024821704019598823
2021-10-15,6196312.647058823,16207.35294117647,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9937396.0,14486.0,686.0,10406184.0,14698.0,708.0,6977904.0,15716.0,444.0,5016330.0,16890.0,297.0,6617260.0,16420.0,403.0,4929432.0,16824.0,293.0,5054742.0,17193.0,294.0,5065032.0,17228.0,294.0,6910247.0,15959.0,433.0,6607260.0,15620.0,423.0,4987021.0,16679.0,299.0,6817364.0,16547.0,412.0,4993137.0,16479.0,303.0,4985442.0,16786.0,297.0,4885200.0,16284.0,300.0,4838130.0,16290.0,297.0,6309234.0,15426.0,409.0,,-0.02065031071948531,-0.020655017487985816
2021-9-15,6326966.470588235,16549.176470588234,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",10145940.0,14790.0,686.0,10625664.0,15008.0,708.0,7125756.0,16049.0,444.0,5122359.0,17247.0,297.0,6757101.0,16767.0,403.0,5034033.0,17181.0,293.0,5160876.0,17554.0,294.0,5170578.0,17587.0,294.0,7056168.0,16296.0,433.0,6747273.0,15951.0,423.0,5093166.0,17034.0,299.0,6959916.0,16893.0,412.0,5098278.0,16826.0,303.0,5091174.0,17142.0,297.0,4988100.0,16627.0,300.0,4940298.0,16634.0,297.0,6441750.0,15750.0,409.0,,-0.009278432654865942,-0.009282605327285864
2021-8-15,6386220.588235294,16704.235294117647,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",10240608.0,14928.0,686.0,10724784.0,15148.0,708.0,7192800.0,16200.0,444.0,5170473.0,17409.0,297.0,6820372.0,16924.0,403.0,5081792.0,17344.0,293.0,5208798.0,17717.0,294.0,5217618.0,17747.0,294.0,7122417.0,16449.0,433.0,6811569.0,16103.0,423.0,5141903.0,17197.0,299.0,7024188.0,17049.0,412.0,5145849.0,16983.0,303.0,5139585.0,17305.0,297.0,5034900.0,16783.0,300.0,4986630.0,16790.0,297.0,6501464.0,15896.0,409.0,,0.009543549612243796,0.009541821904951453
2021-7-15,6325849.529411765,16546.352941176472,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",10143196.0,14786.0,686.0,10623540.0,15005.0,708.0,7125312.0,16048.0,444.0,5121468.0,17244.0,297.0,6756295.0,16765.0,403.0,5034326.0,17182.0,293.0,5159112.0,17548.0,294.0,5167050.0,17575.0,294.0,7055302.0,16294.0,433.0,6748119.0,15953.0,423.0,5094362.0,17038.0,299.0,6956620.0,16885.0,412.0,5097066.0,16822.0,303.0,5091471.0,17143.0,297.0,4987500.0,16625.0,300.0,4939407.0,16631.0,297.0,6439296.0,15744.0,409.0,,0.045049576703650285,0.04504705327255243
2021-6-15,6053157.352941177,15833.117647058823,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9705528.0,14148.0,686.0,10165464.0,14358.0,708.0,6818952.0,15358.0,444.0,4900797.0,16501.0,297.0,6464926.0,16042.0,403.0,4818092.0,16444.0,293.0,4936260.0,16790.0,294.0,4943022.0,16813.0,294.0,6751336.0,15592.0,433.0,6457941.0,15267.0,423.0,4875793.0,16307.0,299.0,6655860.0,16155.0,412.0,4877088.0,16096.0,303.0,4872582.0,16406.0,297.0,4772400.0,15908.0,300.0,4726458.0,15914.0,297.0,6161176.0,15064.0,409.0,,-0.01596350462342455,-0.015965342010017203
2021-5-15,6151354.529411765,16090.0,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9862622.0,14377.0,686.0,10330428.0,14591.0,708.0,6929952.000000001,15608.0,444.0,4980393.0,16769.0,297.0,6570109.0,16303.0,403.0,4896909.0,16713.0,293.0,5015640.0,17060.0,294.0,5021814.0,17081.0,294.0,6860885.0,15845.0,433.0,6563691.0,15517.0,423.0,4955626.0,16574.0,299.0,6762980.0,16415.0,412.0,4955868.0,16356.0,303.0,4952475.0,16675.0,297.0,4850100.0,16167.0,300.0,4803381.0,16173.0,297.0,6260154.0,15306.0,409.0,,0.00528560931325317,0.00528128250267379
2021-4-15,6119011.823529412,16005.470588235294,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9809800.0,14300.0,686.0,10276620.0,14515.0,708.0,6893988.0,15527.0,444.0,4954554.0,16682.0,297.0,6535451.0,16217.0,403.0,4871711.0,16627.0,293.0,4988886.0,16969.0,294.0,4994178.0,16987.0,294.0,6824946.0,15762.0,433.0,6529851.0,15437.0,423.0,4930809.0,16491.0,299.0,6726312.0,16326.0,412.0,4929810.0,16270.0,303.0,4926933.0,16589.0,297.0,4824600.0,16082.0,300.0,4778136.0,16088.0,297.0,6226616.0,15224.0,409.0,,0.016803514837504308,0.016801384170973543
2021-3-15,6017890.117647059,15741.0,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",9647218.0,14063.0,686.0,10106700.0,14275.0,708.0,6780768.0,15272.0,444.0,4872582.0,16406.0,297.0,6427447.0,15949.0,403.0,4792015.0,16355.0,293.0,4905978.0,16687.0,294.0,4910388.0,16702.0,294.0,6711933.0,15501.0,433.0,6423255.0,15185.0,423.0,4850378.0,16222.0,299.0,6614248.0,16054.0,412.0,4848000.0,16000.0,303.0,4846149.0,16317.0,297.0,4744800.0,15816.0,300.0,4699134.0,15822.0,297.0,6123139.0,14971.0,409.0,,,
2021-2-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2021-1-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-12-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-11-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-10-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-9-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-8-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-7-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-6-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-5-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-4-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-3-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-2-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2020-1-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-12-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-11-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-10-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-9-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-8-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-7-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-6-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-5-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-4-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-3-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-2-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2019-1-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
2018-12-15,,,"BERGEN TOWER 3(Phase 1B,NOVO LAND),YAN PO RD|NOVO LAND,1B期(BERGEN 第3座),欣寶路",,,686.0,,,708.0,,,444.0,,,297.0,,,403.0,,,293.0,,,294.0,,,294.0,,,433.0,,,423.0,,,299.0,,,412.0,,,303.0,,,297.0,,,300.0,,,297.0,,,409.0,,,
