,1,10,2,3,4,5,6,7,8,9
8.0,8598,8328,8598,8494,8759,8400,8598,7842,8328,8509
18.0,9068,8779,9068,8984,9239,8859,9068,8215,8779,8959
29.0,9589,9279,9589,9551,9773,9365,9589,8596,9279,9460
