,A,B,C,D,E,F,G,H
9.0,3980250,4099025,4059668,4436518,4671204,4673730,4827862,3901500
18.0,4267500,4341456,4446476,4696751,4899395,4972945,5071404,4132500
26.0,4774035,5264361,5508720,3635370,3805870,5309500,6104890,4545408
