,1,2,3,4,5,6,7,8
9.0,10000,9148,9270,8971,9161,8987,8883,9320
22.0,10760,8855,9610,9579,9001,9266,9408,9788
34.0,11363,9294,10233,10198,9522,9547,10175,10357
