,1,10,11,12,13,14,15,18,19,2,20,21,22,23,24,4,5,7,9
7.0,2270379,2745714,2777167,3263526,2777658,2756346,2753688,2859565,2756346,2756346,3000504,3026910,2756346,2756346,2338051,3000504,3000504,2756346,3007485
19.0,2388489,2893233,2923800,3455217,2931426,2908738,2920256,2992465,2908738,2908738,3164319,3164319,2908738,2908738,2391537,3164319,3164319,2908738,3143285
30.0,2529078,2936204,3077078,3570444,2960928,2937533,2937533,3116948,2937533,2937533,3203439,3221532,2937533,2937533,2556891,3203439,3203439,2937533,3198575
