,A,B,C,D,E,F,G,H
10.0,5017788,4507965,5187102,6230952,6880356,5151646,4507965,5113872
22.0,5357448,4810410,5536676,6663384,7260624,5497896,4810410,5458428
33.0,5661612,5086620,5861874,7047432,7114716,5820878,5086620,5765652
