,1,10,11,12,13,14,15,19,20,21,22,3,4,5,7,8,9
11.0,6526,6290,6272,6267,6246,6272,6014,6246,6362,6354,6272,6272,6427,6354,6429,6360,6554
21.0,6893,6615,6787,6626,6636,6787,6787,6739,6722,6716,6787,6787,6798,6716,6787,6722,6940
30.0,7333,7231,7137,7179,7235,7137,7137,7084,7248,7272,7137,7137,7339,7272,7137,7280,7303
