,A,B,C,D,E,F,G
12.0,17324286,12366131,8892912,9245628,8618400,8518160,12497146
27.0,18922268,14334391,9659664,9518012,9148125,10263980,13456016
41.0,18931619,15545946,10865064,9607920,9570750,9814010,14204920
