,A,B,C,D,E,F,G,H,I,J
7.0,11562,12137,10825,12602,11992,11402,10967,11023,12240,12194
12.0,10902,12426,11081,12557,12424,10840,11230,11285,11853,12495
17.0,11173,12717,11326,13056,12649,11111,11482,11108,11276,13284
