,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層1,2.0,低層,1,5557405,8357,665
3.0/F中層1,3.0,中層,1,5585335,8399,665
4.0/F高層1,4.0,高層,1,5609275,8435,665
2.0/F低層10,2.0,低層,10,2923648,8032,364
3.0/F中層10,3.0,中層,10,2945124,8091,364
4.0/F高層10,4.0,高層,10,2951676,8109,364
2.0/F低層11,2.0,低層,11,3042270,7902,385
3.0/F中層11,3.0,中層,11,3057670,7942,385
4.0/F高層11,4.0,高層,11,3071530,7978,385
2.0/F低層2,2.0,低層,2,3901769,7489,521
3.0/F中層2,3.0,中層,2,3921046,7526,521
4.0/F高層2,4.0,高層,2,3938760,7560,521
2.0/F低層3,2.0,低層,3,3153330,7786,405
3.0/F中層3,3.0,中層,3,3168720,7824,405
4.0/F高層3,4.0,高層,3,3183300,7860,405
2.0/F低層4,2.0,低層,4,3173175,7835,405
3.0/F中層4,3.0,中層,4,3188970,7874,405
4.0/F高層4,4.0,高層,4,3203550,7910,405
2.0/F低層5,2.0,低層,5,3173175,7835,405
3.0/F中層5,3.0,中層,5,3188970,7874,405
4.0/F高層5,4.0,高層,5,3203550,7910,405
2.0/F低層6,2.0,低層,6,3173175,7835,405
3.0/F中層6,3.0,中層,6,3188970,7874,405
4.0/F高層6,4.0,高層,6,3203550,7910,405
2.0/F低層7,2.0,低層,7,2745918,8029,342
3.0/F中層7,3.0,中層,7,2759598,8069,342
4.0/F高層7,4.0,高層,7,2771910,8105,342
2.0/F低層8,2.0,低層,8,3004767,8143,369
3.0/F中層8,3.0,中層,8,3020634,8186,369
4.0/F高層8,4.0,高層,8,3083733,8357,369
2.0/F低層9,2.0,低層,9,2724543,8037,339
3.0/F中層9,3.0,中層,9,2738103,8077,339
4.0/F高層9,4.0,高層,9,2750307,8113,339
