,A,B,C,D,E,F,G,H,J,K
6.0,6793752,6739338,6689862,5978196,4719881,6714693,6702082,5191384,6714693,4998668
16.0,7293552,7253535,7187567,6217512,4926761,7227144,7213660,5612948,7227144,5369760
25.0,7629300,7118654,6981417,7054236,5143554,7092721,7079466,5865112,7092721,5593952
