,1,10,2,3,4,5,6,7,8,9
7.0,8281,9413,8225,9306,8248,8320,8225,8225,9587,8476
18.0,8729,9401,8678,9273,8706,9136,8678,8678,10121,8957
29.0,9197,9803,9153,9669,9185,9529,9153,9153,9669,9428
