,10,11,12,13,14,15,16,18,19,2,20,21,23,24,3,4,5,7,8
8.0,443,443,531,447,443,443,485,443,443,443,489,489,443,381,443,489,489,443,485
18.0,443,443,531,447,443,443,485,443,443,443,489,489,443,381,443,489,489,443,485
28.0,443,443,531,447,443,443,485,443,443,443,489,489,443,381,443,489,489,443,485
