,A,B,C,D,E,F,G,H,J,K
7.0,5018896,5098808,6246812,6428824,4618208,5014548,6328924,6271524,4999702,4636016
20.0,5294544,5486052,6628336,6820940,4920096,5341441,6720966,6654956,5328937,4942568
33.0,5463904,5915624,6993272,7194859,4661880,5657078,7094066,7020594,5642761,5235976
