,A,B,C,D,E,F,G,H,J,K
5.0,8923,9204,9084,9147,8400,8479,9147,9533,8479,8499
15.0,9431,9709,9577,9645,8845,9916,9645,9982,9916,8954
24.0,9877,10162,10015,10092,9205,10381,10092,10409,10381,10429
