,1,10,11,12,13,14,15,18,19,2,20,21,22,23,24,4,5,7,9
7.0,381,443,443,531,447,443,443,443,443,443,489,489,443,443,379,489,489,443,485
19.0,381,443,443,531,447,443,443,443,443,443,489,489,443,443,381,489,489,443,485
30.0,381,443,443,531,447,443,443,443,443,443,489,489,443,443,381,489,489,443,485
