,1,10,11,12,13,14,15,16,18,19,2,20,21,23,24,4,5,6,7,8
8.0,381,443,443,531,445,443,443,485,443,443,443,489,489,443,381,487,489,443,443,485
18.0,381,443,443,531,447,443,443,485,443,443,443,489,489,443,381,487,489,443,443,485
30.0,381,443,443,531,447,443,443,485,443,443,443,489,489,443,381,487,489,443,443,485
