,A,B,C,D,E,F,G,H,J,K
4.0,6272744,6349113,6433035,6348664,5042269,6396852,6145626,5523892,6396852,5147336
11.0,6532040,6604425,6696030,6029800,5201739,6658512,6500204,5712168,6658512,5315262
19.0,6778488,6891651,6943659,6852656,5396120,6904884,6790581,5914964,6904884,5581070
