,1,10,11,12,13,2,3,4,5,6,7,9
2.0,3916320,4564600,2571080,2677765,2783510,3268590,3220305,3220305,3327315,3266415,3204645,3665370
4.0,3955680,4608100,2594880,2702615,2809040,3298170,3350805,3249450,3334710,3273375,3229875,3697500
6.0,2688700,4648700,2616300,2724980,2831980,3325575,3275550,3275550,3362115,2557500,3262935,3726060
