,1,10,2,3,4,5,6,7,8,9
6.0,8590,8892,8590,9124,8748,8971,8590,7277,8968,8748
17.0,7616,9424,7616,9365,9915,9516,7632,7616,9518,9915
29.0,10363,10028,10363,9957,10563,10139,8766,8033,9990,10563
