,1,2,3,5,6,7,8,9
12.0,14428,15892,16213,13856,14029,14507,14414,13562
28.0,15798,17172,17472,15912,15832,15643,16198,14858
44.0,17757,17965,17700,17712,17150,17031,17700,17757
