,A,B,C,D,E,F,G,H,I,J
2.0,9182,9875,9992,9635,9667,9752,9813,9844,9243,9481
4.0,8182,9993,10026,9933,9933,9840,9903,9933,9336,9565
6.0,9343,10056,8914,10023,10023,9930,9972,10023,9419,9650
