,10,12,14,15,16,17,18,19,2,20,22,25,27,29,31,4,5,6,7,8
8.0,445,485,445,445,533,447,445,445,445,485,445,,267,445,381,,,,,
18.0,445,485,445,445,533,447,445,445,445,485,445,,267,445,381,,,,,
29.0,445,485,445,445,533,449,445,445,445,485,445,,267,445,381,,,,,
