,1,10,2,3,6,7,8
2.0,4970290,4821200,4821200,4821200,3673420,3673420,4821200
4.0,5020236,4869650,4869650,4869650,3710630,3710630,4869650
6.0,5070182,4999246,4918525,4918525,3747535,3747535,4918525
