,1,10,11,12,3,4,5,6,7,8,9
2.0,3426540,3708864,3879065,3414828,3708864,3711825,3645837,3583035,3280004,3093260,3785720
4.0,3415230,3744396,3916890,3447000,3744396,3783735,3744396,3617055,3311308,3149386,3830440
6.0,3474900,3782889,3959610,3459256,3782889,3821805,3782889,3653910,3344068,3180614,3861400
