,A,B,C,D,E,F,G,H,J,K
5.0,3857000,3695385,3900195,4320160,4059420,3602960,4040860,3941790,3859900,3879910
12.0,3979090,3940270,3787210,4253830,3980830,3787400,4261550,3471265,3971260,3973580
18.0,3809440,3979465,3769215,4212960,3885420,3890930,4387990,3594870,3793490,3916740
