,A,B,C,D,E,F,G,H,I,J
2.0,3333066,2360125,2388088,2302765,2416750,2330728,2345307,2352716,2209077,2910667
4.0,2970066,2388327,2396214,2373987,2373987,2351760,2366817,2373987,2231304,2936455
6.0,3391509,2403384,2130446,2395497,2395497,2373270,2383308,2395497,2251141,2962550
