,1,10,11,12,13,14,15,18,19,2,20,21,22,23,24,4,5,7,9
7.0,5959,6198,6269,6146,6214,6222,6216,6455,6222,6222,6136,6190,6222,6222,6169,6136,6136,6222,6201
19.0,6269,6531,6600,6507,6558,6566,6592,6755,6566,6566,6471,6471,6566,6566,6277,6471,6471,6566,6481
30.0,6638,6628,6946,6724,6624,6631,6631,7036,6631,6631,6551,6588,6631,6631,6711,6551,6551,6631,6595
