,subjFloor,floorLv,unitNo,price,npsf,nfa
15.0/F低層A,15.0,低層,A,15108738,16039,942
26.0/F中層A,26.0,中層,A,16078056,17068,942
37.0/F高層A,37.0,高層,A,17024766,18073,942
15.0/F低層B,15.0,低層,B,15138928,16037,944
26.0/F中層B,26.0,中層,B,16112192,17068,944
37.0/F高層B,37.0,高層,B,17163808,18182,944
15.0/F低層C,15.0,低層,C,7611461,14443,527
26.0/F中層C,26.0,中層,C,8395110,15930,527
37.0/F高層C,37.0,高層,C,8809859,16717,527
15.0/F低層D,15.0,低層,D,7751116,14708,527
26.0/F中層D,26.0,中層,D,8329762,15806,527
37.0/F高層D,37.0,高層,D,9165584,17392,527
