,10,11,12,13,14,15,16,18,19,2,20,21,23,24,3,4,5,7,8
8.0,5783,5678,5513,5671,5705,5678,5600,5678,6126,5856,5592,5789,5678,5783,5678,5592,5592,5658,5600
18.0,5855,6096,6017,6032,6063,6096,5826,6096,6499,6116,6102,6145,6096,6206,5932,6102,6102,6007,6011
28.0,6140,6495,6324,6328,6269,6495,6421,6495,6866,6391,6413,6465,6495,6604,6207,6413,6413,6155,6421
