,1,10,12,13,14,15,17,18,2,20,21,22,23,24,3,4,5,6,7,8,9
8.0,381,443,529,447,443,443,485,443,443,489,489,443,443,381,443,489,489,441,443,485,485
19.0,381,443,531,447,443,443,485,443,443,489,489,443,443,381,443,489,489,443,443,485,485
29.0,381,443,531,447,443,443,485,443,443,489,489,443,443,381,443,489,489,443,443,485,485
