,1,2,3,5,6,7,8,9
12.0,10398132,8653867,8637530,9928998,9057663,9101817,8378773,9933219
28.0,11241126,9800619,9374276,9701667,9368208,7665742,8570074,9550917
43.0,11893572,10339740,9878615,10149093,9877140,8499983,8947406,10260648
