,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層B,5.0,低層,B,2932160,7616,385
6.0/F中層B,6.0,中層,B,2946790,7654,385
6.0/F高層B,6.0,高層,B,2946790,7654,385
5.0/F低層C,5.0,低層,C,2845800,7650,372
6.0/F中層C,6.0,中層,C,2859936,7688,372
6.0/F高層C,6.0,高層,C,2859936,7688,372
5.0/F低層D,5.0,低層,D,3053028,7557,404
6.0/F中層D,6.0,中層,D,3067976,7594,404
6.0/F高層D,6.0,高層,D,3067976,7594,404
5.0/F低層E,5.0,低層,E,2825802,7658,369
6.0/F中層E,6.0,中層,E,2859936,7688,372
6.0/F高層E,6.0,高層,E,2859936,7688,372
5.0/F低層H,5.0,低層,H,2958984,7828,378
6.0/F中層H,6.0,中層,H,2986578,7901,378
6.0/F高層H,6.0,高層,H,2986578,7901,378
5.0/F低層J,5.0,低層,J,2971600,7600,391
6.0/F中層J,6.0,中層,J,2986458,7638,391
6.0/F高層J,6.0,高層,J,2986458,7638,391
5.0/F低層L,5.0,低層,L,2885652,7634,378
6.0/F中層L,6.0,中層,L,2689470,7115,378
6.0/F高層L,6.0,高層,L,2689470,7115,378
5.0/F低層M,5.0,低層,M,2885652,7634,378
6.0/F中層M,6.0,中層,M,2900016,7672,378
6.0/F高層M,6.0,高層,M,2900016,7672,378
