,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
15.0/F低層A,15.0,低層,A,11835264,16576,714,370,4,KSPK
26.0/F中層A,26.0,中層,A,12623520,17680,714,353,3,KSPK
37.0/F高層A,37.0,高層,A,13256838,18567,714,362,4,KSPK
15.0/F低層B,15.0,低層,B,12157992,17028,714,332,3,KSPK
26.0/F中層B,26.0,中層,B,12831294,17971,714,340,3,KSPK
37.0/F高層B,37.0,高層,B,13436052,18818,714,383,4,KSPK
15.0/F低層C,15.0,低層,C,8662860,15198,570,332,3,KSPK
26.0/F中層C,26.0,中層,C,9159900,16070,570,327,3,KSPK
37.0/F高層C,37.0,高層,C,9927120,17416,570,350,3,KSPK
15.0/F低層D,15.0,低層,D,9631629,16987,567,360,4,KSPK
26.0/F中層D,26.0,中層,D,9398025,16575,567,376,4,KSPK
37.0/F高層D,37.0,高層,D,8994321,15863,567,333,3,KSPK
