,1,10,2,3,4,5,6,7,8
7.0,8557,8802,8453,8802,8283,7892,8453,8348,8802
19.0,9063,9324,8953,9324,8705,8324,8953,8841,9324
30.0,9527,9806,9411,9806,9116,9427,9411,9294,9806
