,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,4901238,8847,554
18.0/F中層1,18.0,中層,1,5228098,9437,554
29.0/F高層1,29.0,高層,1,5476290,9885,554
7.0/F低層10,7.0,低層,10,3544038,8838,401
18.0/F中層10,18.0,中層,10,3740528,9328,401
29.0/F高層10,29.0,高層,10,3896517,9717,401
7.0/F低層2,7.0,低層,2,4924506,8889,554
18.0/F中層2,18.0,中層,2,5200398,9387,554
29.0/F高層2,29.0,高層,2,5490694,9911,554
7.0/F低層3,7.0,低層,3,3618223,9023,401
18.0/F中層3,18.0,中層,3,3821530,9530,401
29.0/F高層3,29.0,高層,3,4041679,10079,401
7.0/F低層4,7.0,低層,4,5312865,8237,645
18.0/F中層4,18.0,中層,4,5620530,8714,645
29.0/F高層4,29.0,高層,4,5897235,9143,645
7.0/F低層5,7.0,低層,5,3597371,8971,401
18.0/F中層5,18.0,中層,5,3795465,9465,401
29.0/F高層5,29.0,高層,5,4010401,10001,401
7.0/F低層6,7.0,低層,6,4901238,8847,554
18.0/F中層6,18.0,中層,6,5228098,9437,554
29.0/F高層6,29.0,高層,6,5476290,9885,554
7.0/F低層7,7.0,低層,7,4791546,8649,554
18.0/F中層7,18.0,中層,7,5047494,9111,554
29.0/F高層7,29.0,高層,7,5482384,9896,554
7.0/F低層8,7.0,低層,8,3597371,8971,401
18.0/F中層8,18.0,中層,8,3795465,9465,401
29.0/F高層8,29.0,高層,8,4010401,10001,401
7.0/F低層9,7.0,低層,9,5646330,8754,645
18.0/F中層9,18.0,中層,9,5946900,9220,645
29.0/F高層9,29.0,高層,9,5981085,9273,645
