,1,10,11,12,3,4,5,6,7,8,9
2.0,4932299,4208099,4532143,4267471,3588340,3582640,3588340,3588340,4267471,4532143,4532143
4.0,4984811,4245374,4580849,4313308,3626720,3621780,2952220,3626720,4313308,4580849,4580849
6.0,4251831,4285134,4627567,4356830,3663200,3658260,3663200,3663200,4356830,4627567,4627567
