,1,10,11,12,13,14,2,3,4,5,6,7,8,9
5.0,4013010,3566688,4563154,3552006,5330464,3980725,4013010,3920948,3581026,3581026,3980725,3980725,4390020,4203144
14.0,4180686,3699327,4744072,3712968,5013952,4147360,4180686,4083880,3743532,3743532,4147360,4147360,4593078,4159296
22.0,4343556,3832784,4930280,3855582,5209260,4308705,4343556,4243109,3887514,3887514,4308705,4308705,4759596,4316940
