,1,10,11,12,13,14,15,17,19,2,20,21,22,23,3,7,9
9.0,381,443,443,531,447,443,443,485,443,443,489,489,443,443,443,443,485
20.0,381,443,443,531,447,443,443,485,443,443,489,489,443,443,443,443,485
30.0,381,443,443,531,447,443,443,485,443,443,489,489,443,443,443,443,485
