,1,11,12,14,16,2,4
7.0,2797545,3052533,,2890755,2992208,2506040,3035859
17.0,2906080,2691660,,2997918,3127944,2609064,3183146
27.0,3009299,2796865,,3101112,3276840,2713968,2843314
