,A,B,C,D,E,F,G
17.0,12493534,14206317,14632422,13226752,9667660,7610889,9707540
36.0,12694825,14565018,15553884,14368464,10223690,7920807,10289055
53.0,13299825,15521500,16552520,15909934,12043264,8595360,12260928
