,A,B,C,D,E,F,G,H,J,K
6.0,4646960,4532868,4460676,4646960,3567324,3965364,4532868,4532868,3965364,3567324
16.0,4895780,4775388,4694736,4895780,3758172,4177966,4775388,4775388,4177966,3758172
26.0,5146340,5020164,4937256,5146340,3950724,4392011,5020164,5020164,4392011,3950724
