,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層1,4.0,低層,1,,,,,,HCW
10.0/F中層1,10.0,中層,1,,,,,,HCW
16.0/F高層1,16.0,高層,1,12267024,19914,616,150,1,HCW
4.0/F低層2,4.0,低層,2,,,,,,HCW
10.0/F中層2,10.0,中層,2,,,,,,HCW
16.0/F高層2,16.0,高層,2,,,,,,HCW
4.0/F低層3,4.0,低層,3,8334528,16736,498,150,1,HCW
10.0/F中層3,10.0,中層,3,,,,,,HCW
16.0/F高層3,16.0,高層,3,9468972,19014,498,150,1,HCW
4.0/F低層4,4.0,低層,4,,,,,,HCW
10.0/F中層4,10.0,中層,4,,,,,,HCW
16.0/F高層4,16.0,高層,4,,,,,,HCW
4.0/F低層5,4.0,低層,5,9292108,16534,562,97,1,HCW
10.0/F中層5,10.0,中層,5,9568612,17026,562,103,1,HCW
16.0/F高層5,16.0,高層,5,9845678,17519,562,94,1,HCW
4.0/F低層6,4.0,低層,6,,,,,,HCW
10.0/F中層6,10.0,中層,6,,,,,,HCW
16.0/F高層6,16.0,高層,6,,,,,,HCW
4.0/F低層7,4.0,低層,7,,,,,,HCW
10.0/F中層7,10.0,中層,7,,,,,,HCW
16.0/F高層7,16.0,高層,7,,,,,,HCW
4.0/F低層8,4.0,低層,8,,,,,,HCW
10.0/F中層8,10.0,中層,8,,,,,,HCW
16.0/F高層8,16.0,高層,8,,,,,,HCW
