,13,20,21,4,6,7,9
7.0,2037168,2355430,2743942,2365723,2348173,3197088,2384690
16.0,2441368,2477090,2883930,2487602,2469201,3366272,2506350
26.0,2562816,2600290,3026133,2610275,2592144,3535456,2630705
