,A,B,C,D,E,F,G,H
6.0,8369200,6948072,6893560,6888642,7082982,6989221,6768000,7978209
16.0,8849680,7212096,7408300,7268316,7410990,7405043,7103700,8291817
26.0,9278080,7589208,7763880,7618128,7859868,7771999,7445250,8698326
