,A,B,C,D,E,F,G,H,J,K
4.0,13079,13108,12807,14185,13439,13429,13119,12769,13820,13179
8.0,12683,13329,13033,13407,13699,13291,13185,12679,14095,13408
13.0,12954,13623,13027,13703,13991,13570,13480,12951,14821,13707
