,A,B,C,D,E,F,G,H,J,K
5.0,4730080,4759914,4748432,4698720,3617814,4003164,4748432,4667920,4003164,3617814
15.0,4964512,4996314,4984048,4924872,3797541,4202088,4984048,4904128,4202088,3797541
24.0,5175856,5209074,5196576,5134528,3959166,4380684,5196576,5115472,4380684,3959166
