,1,2,3,4,5,6,7,8
4.0,10190,10190,10190,10190,10190,10011,10129,10190
10.0,10510,10510,10510,10510,10510,10322,10510,10510
16.0,10829,10829,10829,10829,10829,10644,10829,10829
